venue,batting_team,bowler,innings,avg_wickets_20,avg_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Punjab Cricket Association Stadium,Punjab Kings,MM Patel,122,1.75,19.75,0.25,0,1
Punjab Cricket Association Stadium,Punjab Kings,MN Samuels,44,0,8,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,MR Marsh,24,2,,,,
Punjab Cricket Association Stadium,Punjab Kings,MS Gony,102,1,33,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,Mohammad Asif,50,2,22,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,Mohammad Hafeez,18,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,Mohammad Nabi,46,0,8,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,Mohammed Shami,109,0.5,17,0.25,0,1
Punjab Cricket Association Stadium,Punjab Kings,Mohammed Siraj,24,1,24,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,Mustafizur Rahman,24,1,4,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,N Rana,6,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,NA Saini,25,0,10,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,NLTC Perera,80,0.5,7,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,P Amarnath,48,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,P Kumar,158,0.8,12,0.2,0,1
Punjab Cricket Association Stadium,Punjab Kings,P Negi,25,2,15,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,PJ Sangwan,54,0.666666667,13,0.333333333,0,1
Punjab Cricket Association Stadium,Punjab Kings,PP Chawla,43,0.5,,,,
Punjab Cricket Association Stadium,Punjab Kings,PP Ojha,80,1,14,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,PV Tambe,24,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,Pankaj Singh,20,0,6,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,R Ashwin,141,0.5,20,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,R Bhatia,63,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,R McLaren,24,0,9,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,R Rampaul,48,1,7,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,R Sathish,26,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,R Sharma,96,1,7,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,R Tewatia,73,1.5,,,,
Punjab Cricket Association Stadium,Punjab Kings,R Vinay Kumar,152,1,10.75,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,RA Jadeja,104,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,RG Sharma,63,0.5,,,,
Punjab Cricket Association Stadium,Punjab Kings,RJ Peterson,6,0,3,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,RP Singh,107,0.333333333,16.33333333,0.333333333,0,1
Punjab Cricket Association Stadium,Punjab Kings,Rashid Khan,120,1,9.5,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,S Aravind,13,0,31,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,S Gopal,48,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,S Kaul,122,1.666666667,8,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,S Ladda,12,0,7,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,S Lamichhane,24,2,10,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,S Nadeem,60,0.333333333,14,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,S Randiv,48,2,,,,
Punjab Cricket Association Stadium,Punjab Kings,S Sandeep Warrier,24,2,22,2,2,2
Punjab Cricket Association Stadium,Punjab Kings,S Sreesanth,12,0,18,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,SB Jakati,26,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,SB Styris,60,0.5,13,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,SB Wagh,12,0,18,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,SE Bond,50,2,4,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,SK Raina,19,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,SK Trivedi,164,0.6,38,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,SK Warne,74,1,16,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,SL Malinga,161,2.25,10.5,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,SM Pollock,25,1,27,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,SMSM Senanayake,24,2,10,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,SN Thakur,18,2,14,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,SP Narine,122,1.8,5.75,0.25,0,1
Punjab Cricket Association Stadium,Punjab Kings,SR Watson,198,1.571428571,13.2,0.6,0,1
Punjab Cricket Association Stadium,Punjab Kings,STR Binny,51,0.333333333,16,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,SW Tait,123,2.666666667,16,0.666666667,0,1
Punjab Cricket Association Stadium,Punjab Kings,Sandeep Sharma,48,2,7,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,Shakib Al Hasan,37,0,15,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,Shoaib Malik,48,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,TA Boult,100,2,14.5,1,1,1
Punjab Cricket Association Stadium,Punjab Kings,TG Southee,96,1.5,19.5,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,TL Suman,18,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,TM Dilshan,6,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,TP Sudhindra,50,0,20,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,UT Yadav,64,1,19.66666667,0.333333333,0,1
Punjab Cricket Association Stadium,Punjab Kings,Umar Gul,26,2,,,,
Punjab Cricket Association Stadium,Punjab Kings,V Kohli,12,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,VR Aaron,36,0,,,,
Punjab Cricket Association Stadium,Punjab Kings,VS Malik,19,1,24,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,VY Mahesh,67,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,WD Parnell,24,2,8,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,Y Venugopal Rao,24,0,12,0,0,0
Punjab Cricket Association Stadium,Punjab Kings,YK Pathan,50,1,,,,
Punjab Cricket Association Stadium,Punjab Kings,YS Chahal,86,2,15,0.5,0,1
Punjab Cricket Association Stadium,Punjab Kings,Yuvraj Singh,42,0.333333333,,,,
Punjab Cricket Association Stadium,Punjab Kings,Z Khan,130,0.75,11.75,0.5,0,2
Punjab Cricket Association Stadium,Rajasthan Royals,AM Nayar,12,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,AR Patel,48,3,3,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,Arshdeep Singh,52,2,30,1,1,1
Punjab Cricket Association Stadium,Rajasthan Royals,Azhar Mahmood,25,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,BA Bhatt,36,2,7,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,BE Hendricks,48,0,11,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,Bipul Sharma,48,1,2,1,1,1
Punjab Cricket Association Stadium,Rajasthan Royals,IK Pathan,72,1.5,8,0.5,0,1
Punjab Cricket Association Stadium,Rajasthan Royals,J Theron,25,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,JR Hopes,36,2,9,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,Karanveer Singh,50,2,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,L Balaji,50,1,12,1,1,1
Punjab Cricket Association Stadium,Rajasthan Royals,M Ashwin,50,1,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,MS Gony,24,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,Mandeep Singh,12,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,Mohammed Shami,48,2,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,Mujeeb Ur Rahman,40,0,24,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,P Awana,78,0,18,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,P Kumar,123,0.666666667,18.66666667,0.333333333,0,1
Punjab Cricket Association Stadium,Rajasthan Royals,PC Valthaty,24,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,PP Chawla,192,1.6,8,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,R Ashwin,50,2,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,R Dhawan,50,2,18,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,R McLaren,24,1,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,R Sathish,12,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,RJ Harris,74,2.5,19,1,1,1
Punjab Cricket Association Stadium,Rajasthan Royals,RR Powar,12,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,S Sreesanth,59,1,20.5,1,1,1
Punjab Cricket Association Stadium,Rajasthan Royals,SJ Srivastava,27,1,25,0,0,0
Punjab Cricket Association Stadium,Rajasthan Royals,VRV Singh,48,0,,,,
Punjab Cricket Association Stadium,Rajasthan Royals,Yuvraj Singh,18,0,,,,
Punjab Cricket Association Stadium,Rising Pune Supergiant,AR Patel,18,0,14,0,0,0
Punjab Cricket Association Stadium,Rising Pune Supergiant,GJ Maxwell,6,0,,,,
Punjab Cricket Association Stadium,Rising Pune Supergiant,KJ Abbott,25,1,6,0,0,0
Punjab Cricket Association Stadium,Rising Pune Supergiant,MM Sharma,24,4,,,,
Punjab Cricket Association Stadium,Rising Pune Supergiant,P Sahu,25,0,11,0,0,0
Punjab Cricket Association Stadium,Rising Pune Supergiant,Sandeep Sharma,25,2,18,1,1,1
Punjab Cricket Association Stadium,Royal Challengers Bangalore,AJ Tye,48,0,,,,
Punjab Cricket Association Stadium,Royal Challengers Bangalore,AR Patel,48,1.5,7,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,Anureet Singh,44,1,13,0.5,0,1
Punjab Cricket Association Stadium,Royal Challengers Bangalore,Azhar Mahmood,44,0,,,,
Punjab Cricket Association Stadium,Royal Challengers Bangalore,B Lee,50,0,14,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,BE Hendricks,24,1,6,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,Bipul Sharma,48,2,,,,
Punjab Cricket Association Stadium,Royal Challengers Bangalore,Harmeet Singh,50,0,,,,
Punjab Cricket Association Stadium,Royal Challengers Bangalore,IK Pathan,65,1.5,11,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,JR Hopes,12,0,,,,
Punjab Cricket Association Stadium,Royal Challengers Bangalore,KC Cariappa,18,2,,,,
Punjab Cricket Association Stadium,Royal Challengers Bangalore,M Ashwin,48,0,9,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,MG Neser,25,0,18,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,MM Sharma,21,0,11,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,MP Stoinis,18,0,20,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,MS Gony,24,2,22,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,Mohammed Shami,48,1,25,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,P Awana,77,2.5,12.5,1.5,0,3
Punjab Cricket Association Stadium,Royal Challengers Bangalore,P Kumar,82,0,14.5,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,PP Chawla,122,0.75,12.5,0.5,0,1
Punjab Cricket Association Stadium,Royal Challengers Bangalore,R Ashwin,50,1,8,1,1,1
Punjab Cricket Association Stadium,Royal Challengers Bangalore,R Dhawan,24,0,18,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,S Sreesanth,51,1.5,19.5,1,0,2
Punjab Cricket Association Stadium,Royal Challengers Bangalore,SJ Srivastava,24,1,12,1,1,1
Punjab Cricket Association Stadium,Royal Challengers Bangalore,SM Curran,36,0,21,0,0,0
Punjab Cricket Association Stadium,Royal Challengers Bangalore,SN Khan,4,0,,,,
Punjab Cricket Association Stadium,Royal Challengers Bangalore,Sandeep Sharma,53,2,14.5,0.5,0,1
Punjab Cricket Association Stadium,Royal Challengers Bangalore,VRV Singh,24,1,,,,
Punjab Cricket Association Stadium,Royal Challengers Bangalore,Yuvraj Singh,37,0,,,,
Punjab Cricket Association Stadium,Sunrisers Hyderabad,AJ Tye,48,2,7,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,AR Patel,90,1,17,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,AS Rajpoot,25,0,16,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,Anureet Singh,76,0.666666667,10.33333333,0.333333333,0,1
Punjab Cricket Association Stadium,Sunrisers Hyderabad,BB Sran,56,1,9,1,1,1
Punjab Cricket Association Stadium,Sunrisers Hyderabad,GJ Maxwell,36,1,11,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,Harmeet Singh,24,2,1,1,1,1
Punjab Cricket Association Stadium,Sunrisers Hyderabad,I Sharma,24,0,22,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,KC Cariappa,26,0,,,,
Punjab Cricket Association Stadium,Sunrisers Hyderabad,M Vijay,32,0,8,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,MG Johnson,24,2,25,1,1,1
Punjab Cricket Association Stadium,Sunrisers Hyderabad,MM Sharma,114,1,13,0.666666667,0,2
Punjab Cricket Association Stadium,Sunrisers Hyderabad,MP Stoinis,38,0,13,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,Mohammed Shami,24,1,3,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,Mujeeb Ur Rahman,76,0.5,8,1,1,1
Punjab Cricket Association Stadium,Sunrisers Hyderabad,P Awana,24,1,16,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,P Kumar,25,0,12,0,0,0
Punjab Cricket Association Stadium,Sunrisers Hyderabad,PP Chawla,24,1,,,,
Punjab Cricket Association Stadium,Sunrisers Hyderabad,R Ashwin,80,1,,,,
Punjab Cricket Association Stadium,Sunrisers Hyderabad,R Dhawan,6,0,,,,
Punjab Cricket Association Stadium,Sunrisers Hyderabad,SM Curran,24,0,,,,
Punjab Cricket Association Stadium,Sunrisers Hyderabad,Sandeep Sharma,96,1.666666667,12.33333333,0.333333333,0,1
Rajiv Gandhi International Stadium,Chennai Super Kings,A Ashish Reddy,24,2,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,A Mishra,25,0,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,B Kumar,92,1,10.66666667,0.666666667,0,1
Rajiv Gandhi International Stadium,Chennai Super Kings,B Stanlake,26,0,8,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,DJ Hooda,6,0,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,DJG Sammy,14,0,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,DP Vijaykumar,42,1,19,1,1,1
Rajiv Gandhi International Stadium,Chennai Super Kings,DW Steyn,24,0,2,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,HH Pandya,14,1,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,I Sharma,27,0,29,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,JJ Bumrah,48,2,5,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,KH Pandya,36,1,19,1,1,1
Rajiv Gandhi International Stadium,Chennai Super Kings,KK Ahmed,25,1,22,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,KV Sharma,37,0,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,MC Henriques,50,2,6,1,1,1
Rajiv Gandhi International Stadium,Chennai Super Kings,MJ McClenaghan,52,0,7,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,NLTC Perera,25,3,19,1,1,1
Rajiv Gandhi International Stadium,Chennai Super Kings,P Kumar,52,0,11,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,PM Sarvesh Kumar,24,1,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,PP Ojha,52,1,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,RD Chahar,48,1,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,RP Singh,54,0,22,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,Rashid Khan,48,1.5,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,S Kaul,25,1,6,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,S Nadeem,12,1,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,SB Styris,36,0,,,,
Rajiv Gandhi International Stadium,Chennai Super Kings,SL Malinga,50,2,22,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,Sandeep Sharma,26,0,12,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,Shahid Afridi,40,0,3,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,Shakib Al Hasan,25,0,4,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,TA Boult,48,0,21,0,0,0
Rajiv Gandhi International Stadium,Chennai Super Kings,V Shankar,12,1,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,A Chandila,48,1,11,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,A Kumble,25,1,10,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,A Nehra,48,0,11,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,A Singh,24,3,20,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,AB Agarkar,24,2,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,AB Dinda,50,3,25,2,2,2
Rajiv Gandhi International Stadium,Deccan Chargers,AD Russell,24,0,8,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,AL Menaria,6,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,AM Nayar,42,0.5,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,AM Salvi,25,1,11,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,AN Ahmed,50,1,8,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,Azhar Mahmood,52,0,9,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,B Akhil,18,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,B Kumar,18,0,12,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,B Lee,48,1,12,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,CRD Fernando,52,3,3,2,2,2
Rajiv Gandhi International Stadium,Deccan Chargers,D Salunkhe,6,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,DJ Bravo,50,3,9,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,DJ Hussey,12,2,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,DJ Thornely,12,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,DL Vettori,24,0,7,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,DW Steyn,25,3,19,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,GD McGrath,24,0,14,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,Gagandeep Singh,24,1,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,HV Patel,24,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,Harbhajan Singh,48,1,16,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,I Sharma,36,0,16,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,IK Pathan,67,1,10.33333333,0.333333333,0,1
Rajiv Gandhi International Stadium,Deccan Chargers,Iqbal Abdulla,48,2,13,2,2,2
Rajiv Gandhi International Stadium,Deccan Chargers,J Botha,74,0.5,10.5,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,JA Morkel,27,3,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,JDP Oram,12,0,13,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,JH Kallis,35,0.5,12,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,JJ van der Wath,27,1,17,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,JR Hopes,19,1,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,KA Pollard,28,2,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,L Balaji,62,1,16,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,LR Shukla,26,1,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,M Kartik,36,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,M Morkel,49,1,15,0.5,0,1
Rajiv Gandhi International Stadium,Deccan Chargers,M Muralitharan,51,1,2,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,M Ntini,25,1,10,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,MF Maharoof,25,2,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,MM Patel,74,0.5,21,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,MR Marsh,24,4,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,MS Gony,24,1,16,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,Mohammad Asif,24,2,11,2,2,2
Rajiv Gandhi International Stadium,Deccan Chargers,P Awana,50,2,10,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,P Kumar,72,1.5,15.5,0.5,0,1
Rajiv Gandhi International Stadium,Deccan Chargers,P Parameswaran,18,1,1,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,PC Valthaty,25,4,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,PP Chawla,84,2,6,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,Pankaj Singh,12,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,R Bhatia,72,2.5,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,R McLaren,19,2,10,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,R Ninan,18,1,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,R Sathish,24,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,R Sharma,24,1,10,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,R Vinay Kumar,51,3.5,8,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,RJ Harris,24,1,14,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,RR Powar,36,0,8,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,RR Raje,26,0,9,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,S Aravind,19,0,8,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,S Nadeem,24,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,S Sreesanth,25,1,24,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,SB Wagh,6,0,8,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,SC Ganguly,48,2,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,SK Trivedi,95,1.666666667,4,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,SK Warne,50,2,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,SL Malinga,48,3,2,1,1,1
Rajiv Gandhi International Stadium,Deccan Chargers,SR Watson,50,0.5,17.5,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,ST Jayasuriya,24,0,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,STR Binny,18,0.5,,,,
Rajiv Gandhi International Stadium,Deccan Chargers,SW Tait,52,0,19,0,0,0
Rajiv Gandhi International Stadium,Deccan Chargers,TM Dilshan,19,0,,,,
