venue,bowling_team,batsmen,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
MA Chidambaram Stadium,Chennai Super Kings,I Sharma,125,2.5,1,4,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,IK Pathan,126.06,28,4,44,0.6,0,1,30,30,30,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,Imran Tahir,100,2,2,2,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Iqbal Abdulla,42.86,1,0,3,0.333333333,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Ishan Kishan,87.44,28,28,28,1,1,1,12,12,12,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,J Botha,119.23,15.5,8,23,1,1,1,23,23,23,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,J Suchith,40.02,6,6,6,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,J Syed Mohammad,66.66,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,J Theron,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,JA Morkel,123.61,73,73,73,0,0,0,13,13,13,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,JC Archer,218.18,24,24,24,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,JC Buttler,85.72,6,6,6,1,1,1,6,6,6,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,JD Ryder,114.28,12,9,15,1,1,1,12,9,15,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,JE Taylor,100,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,JEC Franklin,80.7,25,25,25,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,JH Kallis,109.62,37.5,5,69,1.166666667,1,2,14.8,5,26,0.2,0,1
MA Chidambaram Stadium,Chennai Super Kings,JJ van der Wath,127.27,14,14,14,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,JM Bairstow,0,0,0,0,1,1,1,0,0,0,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,JP Duminy,137.5,11,5,17,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,JP Faulkner,123.06,16,16,16,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,JR Hopes,169.2,11,8,14,1,1,1,14,14,14,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,K Goel,14.29,1,1,1,1,1,1,1,1,1,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,K Gowtham,112.5,9,9,9,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,KA Pollard,122.55,19,1,57,0.25,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,KB Arun Karthik,100,5,5,5,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,KC Sangakkara,93.93,10.33333333,1,15,1,1,1,7,7,7,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,KD Karthik,107.36,23.6,13,37,1,1,1,12.25,5,24,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,KH Pandya,25,0.5,0,1,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,KK Nair,83.31,10,10,10,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,KL Rahul,109.15,30,5,55,1,1,1,15.5,5,26,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,KM Jadhav,92,7.666666667,1,20,0.666666667,0,1,0,0,0,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,KP Pietersen,164.28,23,23,23,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,KS Williamson,130,26,26,26,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,KV Sharma,57.16,4,4,4,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Kamran Akmal,189.28,53,53,53,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Karanveer Singh,40,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Kuldeep Yadav,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,L Ronchi,50,2,2,2,0,0,0,2,2,2,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,LA Pomersbach,74.99,4.5,2,7,1,1,1,7,7,7,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,LMP Simmons,118.7,38,38,38,1,1,1,30,30,30,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,LR Shukla,122.52,19,3,42,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,LRPL Taylor,126.86,17.33333333,8,24,1,1,1,9,9,9,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,M Kaif,100.03,12,10,14,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,M Kartik,100,2.666666667,1,4,0.333333333,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,M Manhas,77.48,22.5,20,25,0.5,0,1,0,0,0,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,M Prasidh Krishna,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,M Vijay,103.02,34,34,34,1,1,1,26,26,26,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,MA Agarwal,123.22,16.83333333,0,45,1,1,1,15,0,45,0.833333333,0,1
MA Chidambaram Stadium,Chennai Super Kings,MA Khote,180,9,9,9,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,MA Starc,14.29,1,1,1,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,MD Mishra,99.99,9,9,9,1,1,1,9,9,9,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,MG Johnson,50,1,1,1,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,MJ Lumb,142.29,37,37,37,1,1,1,33,33,33,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,MK Pandey,135.63,22.83333333,5,83,0.833333333,0,1,14,5,27,0.4,0,1
MA Chidambaram Stadium,Chennai Super Kings,MK Tiwary,118.67,19,9,27,0.75,0,1,1,1,1,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,MM Ali,112.5,9,9,9,1,1,1,9,9,9,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,MN Samuels,108.35,26,26,26,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,MR Marsh,50,2,2,2,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,MS Bisla,139.75,53.75,7,92,1,1,1,29.66666667,20,40,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,MS Gony,0,0,0,0,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,MV Boucher,113.36,17,17,17,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Mandeep Singh,104.4,24,1,56,1,0,2,21.5,15,28,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,Misbah-ul-Haq,66.67,4,4,4,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Mohammad Hafeez,66.71,16,16,16,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Mohammed Siraj,0,0,0,0,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,N Rana,88.9,8,0,16,1,1,1,0.5,0,1,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,N Saini,150,6,6,6,2,2,2,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,NA Saini,66.66,2,2,2,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,NJ Maddinson,57.14,4,4,4,1,1,1,4,4,4,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,NL McCullum,93.75,15,15,15,3,3,3,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,NM Coulter-Nile,125,5,5,5,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,NV Ojha,145.44,28.8,3,94,0.8,0,1,17,3,25,0.666666667,0,1
MA Chidambaram Stadium,Chennai Super Kings,OA Shah,114.53,27.5,3,52,0.5,0,1,0,0,0,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,P Kumar,158.79,13.5,6,21,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,P Negi,133.34,8,8,8,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,PA Patel,102.62,20.25,1,45,1,1,1,12,1,30,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,PJ Cummins,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,PP Chawla,89.19,6.6,0,17,0.8,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,PP Shaw,80,4,4,4,1,1,1,4,4,4,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,PV Tambe,100,1,1,1,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Parvez Rasool,100,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Q de Kock,103.84,9,4,15,1,1,1,9,4,15,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,R Bhatia,0,0,0,0,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,R Dravid,112.61,36.25,6,66,1,1,1,14.33333333,0,25,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,R McLaren,33.33,1,1,1,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,R Rampaul,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,R Sathish,66.67,2,0,4,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,R Sharma,100,1,1,1,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,R Vinay Kumar,300,3,0,6,0.5,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,RA Jadeja,146.13,19,19,19,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,RA Tripathi,156,39,39,39,1,1,1,18,18,18,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,RE Levi,138.91,50,50,50,1,1,1,37,37,37,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,RE van der Merwe,87.5,14,14,14,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,RG Sharma,122.77,19.85714286,0,67,1.142857143,1,2,9.666666667,4,17,0.333333333,0,1
MA Chidambaram Stadium,Chennai Super Kings,RK Singh,50,2,2,2,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,RN ten Doeschate,135.71,38,38,38,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,RR Bhatkal,0,0,0,0,2,2,2,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,RR Pant,166.66,5,5,5,1,1,1,1,1,1,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,RR Powar,200,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,RR Sarwan,90.95,20,20,20,1,1,1,3,3,3,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,RS Bopara,100.03,11.5,1,22,1,1,1,1,1,1,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,RT Ponting,54.54,3,0,6,1,1,1,3,0,6,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,RV Uthappa,130.32,22.125,0,43,1,1,1,17.125,0,39,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,S Dhawan,115.08,28.28571429,16,63,0.714285714,0,1,20.33333333,8,28,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,S Dube,40,2,2,2,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,S Gopal,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,S Kaul,77.77,7,7,7,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,S Sohal,169.68,56,56,56,1,1,1,51,51,51,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,SA Asnodkar,151.79,41,41,41,0,0,0,31,31,31,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,SA Yadav,108.75,43.5,16,71,0.5,0,1,9,1,17,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,SB Styris,85.69,36,36,36,0,0,0,2,2,2,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,SC Ganguly,77.9,15.33333333,10,24,1,1,1,13,9,20,0.333333333,0,1
MA Chidambaram Stadium,Chennai Super Kings,SE Marsh,140.49,43.25,10,73,0.75,0,1,12.5,10,17,0.25,0,1
MA Chidambaram Stadium,Chennai Super Kings,SE Rutherford,50,2,2,2,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,SM Curran,0,0,0,0,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,SM Pollock,94.49,17,17,17,1,1,1,1,1,1,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,SN Khan,110.25,37.5,8,67,1,1,1,14,14,14,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,SO Hetmyer,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,SP Goswami,52.62,10,10,10,1,1,1,10,10,10,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,SP Narine,180,9,6,12,1,1,1,9,6,12,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,SPD Smith,122.12,23.5,4,39,0.75,0,1,5,0,10,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,SR Tendulkar,117.23,20.33333333,0,45,1,1,1,13.66666667,0,28,0.333333333,0,1
MA Chidambaram Stadium,Chennai Super Kings,SR Watson,151.1,55.25,28,101,1,1,1,26.66666667,17,39,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,SS Iyer,134.19,25.5,7,44,1,1,1,21,7,35,0.5,0,1
MA Chidambaram Stadium,Chennai Super Kings,SS Tiwary,103.9,19.5,8,42,0.75,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,ST Jayasuriya,166.65,20,20,20,2,2,2,20,20,20,2,2,2
MA Chidambaram Stadium,Chennai Super Kings,STR Binny,143.29,21.5,7,36,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,SV Samson,121.42,17,8,26,1,1,1,8,8,8,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,Sandeep Sharma,25,1,1,1,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Shahid Afridi,333.34,20,20,20,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Shakib Al Hasan,157.15,11,11,11,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Shubman Gill,74.99,9,9,9,1,1,1,1,1,1,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,Sunny Gupta,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,T Kohli,99.99,3,3,3,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,TA Boult,100,1,1,1,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,TK Curran,40,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,TL Suman,200,10,10,10,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,TM Dilshan,33.33,0.5,0,1,1,1,1,0.5,0,1,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,U Kaul,0,0,0,0,0,0,0,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,UBT Chand,123.07,16,16,16,1,1,1,16,16,16,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,UT Yadav,58.36,3.5,0,12,0.75,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,V Kohli,112.32,35.375,6,58,1.125,1,2,10,2,18,0.285714286,0,1
MA Chidambaram Stadium,Chennai Super Kings,V Sehwag,132.84,13.5,0,71,1,1,1,8,0,38,0.833333333,0,1
MA Chidambaram Stadium,Chennai Super Kings,V Shankar,130,26,26,26,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,VR Aaron,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,VRV Singh,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,VVS Laxman,109.08,12,12,12,0,0,0,12,12,12,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,WP Saha,104.91,14.33333333,1,27,1,1,1,27,27,27,1,1,1
MA Chidambaram Stadium,Chennai Super Kings,X Thalaivan Sargunam,58.8,10,10,10,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Y Gnaneswara Rao,105.57,19,19,19,1,1,1,15,15,15,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,Y Nagar,91.8,22.5,1,44,0,0,0,2,2,2,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,Y Venugopal Rao,124.02,22.33333333,10,30,0.666666667,0,1,0,0,0,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,YK Pathan,93.09,6.875,1,13,0.625,0,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,YS Chahal,33.33,4,4,4,1,1,1,,,,,,
MA Chidambaram Stadium,Chennai Super Kings,Yuvraj Singh,109.48,23,2,47,1,1,1,2,0,4,0,0,0
MA Chidambaram Stadium,Chennai Super Kings,Z Khan,99.98,21,21,21,1,1,1,,,,,,
MA Chidambaram Stadium,Deccan Chargers,DJ Bravo,300,12,12,12,0,0,0,,,,,,
MA Chidambaram Stadium,Deccan Chargers,F du Plessis,116.72,42,42,42,1,1,1,18,18,18,0,0,0
MA Chidambaram Stadium,Deccan Chargers,JA Morkel,163.5,25.75,13,42,0.25,0,1,,,,,,
MA Chidambaram Stadium,Deccan Chargers,JM Kemp,137.5,22,22,22,1,1,1,2,2,2,0,0,0
MA Chidambaram Stadium,Deccan Chargers,Joginder Sharma,160,16,16,16,1,1,1,,,,,,
MA Chidambaram Stadium,Deccan Chargers,L Balaji,150,15,15,15,1,1,1,,,,,,
MA Chidambaram Stadium,Deccan Chargers,M Muralitharan,50,1,1,1,1,1,1,,,,,,
MA Chidambaram Stadium,Deccan Chargers,M Vijay,62.48,6.666666667,3,14,1,1,1,6.666666667,3,14,1,1,1
MA Chidambaram Stadium,Deccan Chargers,MEK Hussey,112.24,46,46,46,1,1,1,19,19,19,0,0,0
MA Chidambaram Stadium,Deccan Chargers,ML Hayden,154.55,17,17,17,1,1,1,17,17,17,1,1,1
MA Chidambaram Stadium,Deccan Chargers,MS Dhoni,107.05,30,21,42,1.25,1,2,1,1,1,0,0,0
MA Chidambaram Stadium,Deccan Chargers,MS Gony,250,15,15,15,0,0,0,,,,,,
MA Chidambaram Stadium,Deccan Chargers,PA Patel,66.67,4,4,4,1,1,1,4,4,4,1,1,1
MA Chidambaram Stadium,Deccan Chargers,R Ashwin,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Deccan Chargers,RA Jadeja,44.44,4,4,4,1,1,1,,,,,,
MA Chidambaram Stadium,Deccan Chargers,S Anirudha,40,2,1,3,0.5,0,1,1,1,1,1,1,1
MA Chidambaram Stadium,Deccan Chargers,S Badrinath,55,2.75,0,5,0.5,0,1,2.5,0,5,0.5,0,1
MA Chidambaram Stadium,Deccan Chargers,S Tyagi,75,3,3,3,0,0,0,,,,,,
MA Chidambaram Stadium,Deccan Chargers,SK Raina,153.51,32.25,6,59,1,1,1,10.5,6,22,0.25,0,1
MA Chidambaram Stadium,Deccan Chargers,SP Fleming,82.34,14,14,14,1,1,1,14,14,14,1,1,1
MA Chidambaram Stadium,Delhi Capitals,AT Rayudu,166.66,5,5,5,0,0,0,,,,,,
MA Chidambaram Stadium,Delhi Capitals,BB McCullum,200,4,4,4,1,1,1,4,4,4,1,1,1
MA Chidambaram Stadium,Delhi Capitals,DE Bollinger,114.27,16,16,16,0,0,0,,,,,,
MA Chidambaram Stadium,Delhi Capitals,DJ Bravo,200.04,15.33333333,1,33,0.333333333,0,1,,,,,,
MA Chidambaram Stadium,Delhi Capitals,DR Smith,109.69,34,34,34,1,1,1,27,27,27,0,0,0
MA Chidambaram Stadium,Delhi Capitals,F du Plessis,104.37,35.5,32,39,1,1,1,12,12,12,0,0,0
MA Chidambaram Stadium,Delhi Capitals,JA Morkel,138.09,9.666666667,0,28,1.333333333,1,2,,,,,,
MA Chidambaram Stadium,Delhi Capitals,L Balaji,37.5,3,3,3,1,1,1,,,,,,
MA Chidambaram Stadium,Delhi Capitals,M Vijay,142.48,48.8,17,113,0.6,0,1,23.2,15,38,0.2,0,1
MA Chidambaram Stadium,Delhi Capitals,MEK Hussey,100.89,20.8,5,38,1.2,1,2,14.6,4,29,0.2,0,1
MA Chidambaram Stadium,Delhi Capitals,ML Hayden,20,1,1,1,1,1,1,1,1,1,1,1,1
MA Chidambaram Stadium,Delhi Capitals,MM Sharma,200,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Delhi Capitals,MS Dhoni,161.6,35.71428571,0,63,0.714285714,0,1,0,0,0,1,1,1
MA Chidambaram Stadium,Delhi Capitals,PA Patel,99.99,21,21,21,1,1,1,19,19,19,0,0,0
MA Chidambaram Stadium,Delhi Capitals,R Ashwin,85.69,9,6,12,0,0,0,,,,,,
MA Chidambaram Stadium,Delhi Capitals,RA Jadeja,140.5,22,17,25,1,1,1,,,,,,
MA Chidambaram Stadium,Delhi Capitals,S Badrinath,121.63,32,11,55,0.666666667,0,2,,,,,,
MA Chidambaram Stadium,Delhi Capitals,S Vidyut,142.1,54,54,54,1,1,1,12,12,12,0,0,0
MA Chidambaram Stadium,Delhi Capitals,SK Raina,122.51,19.625,3,59,0.75,0,1,11,4,14,0.5,0,1
MA Chidambaram Stadium,Delhi Capitals,SP Fleming,92.85,13,13,13,1,1,1,13,13,13,1,1,1
MA Chidambaram Stadium,Delhi Capitals,SR Watson,0,0,0,0,1,1,1,0,0,0,1,1,1
MA Chidambaram Stadium,Kochi Tuskers Kerala,JA Morkel,130,13,13,13,0,0,0,,,,,,
MA Chidambaram Stadium,Kochi Tuskers Kerala,M Vijay,145.44,16,16,16,1,1,1,16,16,16,1,1,1
MA Chidambaram Stadium,Kochi Tuskers Kerala,MEK Hussey,86.43,32,32,32,1,1,1,6,6,6,0,0,0
MA Chidambaram Stadium,Kochi Tuskers Kerala,MS Dhoni,150.01,9,9,9,1,1,1,,,,,,
MA Chidambaram Stadium,Kochi Tuskers Kerala,S Badrinath,130,13,13,13,1,1,1,,,,,,
MA Chidambaram Stadium,Kochi Tuskers Kerala,SK Raina,146.14,19,19,19,1,1,1,19,19,19,1,1,1
MA Chidambaram Stadium,Kochi Tuskers Kerala,WP Saha,131.46,46,46,46,0,0,0,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,AT Rayudu,105.19,30,21,39,1,1,1,18.5,4,33,0,0,0
MA Chidambaram Stadium,Kolkata Knight Riders,Abdul Samad,237.5,19,19,19,0,0,0,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,BB McCullum,135.71,19,19,19,1,1,1,19,19,19,1,1,1
MA Chidambaram Stadium,Kolkata Knight Riders,DA Warner,75,3,3,3,1,1,1,3,3,3,1,1,1
MA Chidambaram Stadium,Kolkata Knight Riders,DJ Bravo,107.73,9.333333333,5,12,0.666666667,0,1,6,6,6,0,0,0
MA Chidambaram Stadium,Kolkata Knight Riders,DR Smith,125,25,25,25,0,0,0,21,21,21,0,0,0
MA Chidambaram Stadium,Kolkata Knight Riders,F du Plessis,90.17,25,3,43,0.333333333,0,1,3,3,3,0.5,0,1
MA Chidambaram Stadium,Kolkata Knight Riders,JA Morkel,164.66,14,13,15,0,0,0,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,JM Bairstow,134.17,55,55,55,1,1,1,13,13,13,0,0,0
MA Chidambaram Stadium,Kolkata Knight Riders,KM Jadhav,100,8,8,8,0,0,0,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,M Vijay,121.57,32,4,50,0.666666667,0,1,11.33333333,4,21,0.333333333,0,1
MA Chidambaram Stadium,Kolkata Knight Riders,MEK Hussey,135.67,55.66666667,18,95,1,1,1,29.66666667,18,40,0.333333333,0,1
MA Chidambaram Stadium,Kolkata Knight Riders,MK Pandey,132.53,61,61,61,0,0,0,12,12,12,0,0,0
MA Chidambaram Stadium,Kolkata Knight Riders,ML Hayden,134.56,35,0,70,0.5,0,1,9.5,0,19,0.5,0,1
MA Chidambaram Stadium,Kolkata Knight Riders,MS Dhoni,119.99,23.71428571,3,43,0.571428571,0,1,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,Mohammad Nabi,107.68,14,14,14,1,1,1,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,PA Patel,69.98,21,21,21,1,1,1,16,16,16,0,0,0
MA Chidambaram Stadium,Kolkata Knight Riders,R Ashwin,225,9,9,9,0,0,0,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,RA Jadeja,85.69,9,1,15,0.5,0,1,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,S Anirudha,114.37,64,64,64,1,1,1,25,25,25,0,0,0
MA Chidambaram Stadium,Kolkata Knight Riders,SB Styris,250,5,5,5,0,0,0,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,SK Raina,147.82,39.625,14,78,0.875,0,2,16.66666667,0,47,0.166666667,0,1
MA Chidambaram Stadium,Kolkata Knight Riders,SR Watson,210.73,29.5,17,42,1,1,1,29.5,17,42,1,1,1
MA Chidambaram Stadium,Kolkata Knight Riders,SW Billings,243.53,56,56,56,1,1,1,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,V Shankar,157.14,11,11,11,1,1,1,,,,,,
MA Chidambaram Stadium,Kolkata Knight Riders,WP Saha,153.28,23,7,39,1,1,1,16.5,7,26,0.5,0,1
MA Chidambaram Stadium,Mumbai Indians,AB de Villiers,160.54,34.5,21,48,0.5,0,1,,,,,,
MA Chidambaram Stadium,Mumbai Indians,AS Rajpoot,33.33,2,2,2,0,0,0,,,,,,
MA Chidambaram Stadium,Mumbai Indians,AT Rayudu,102.47,21,0,42,0.5,0,1,0,0,0,1,1,1
MA Chidambaram Stadium,Mumbai Indians,B Laughlin,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Mumbai Indians,BB McCullum,209.08,23,23,23,1,1,1,23,23,23,1,1,1
MA Chidambaram Stadium,Mumbai Indians,CH Gayle,178,89,89,89,1,1,1,39,39,39,0,0,0
MA Chidambaram Stadium,Mumbai Indians,DE Bollinger,60,3,3,3,1,1,1,,,,,,
MA Chidambaram Stadium,Mumbai Indians,DJ Bravo,92.54,16.33333333,10,20,1,1,1,1,0,2,0,0,0
MA Chidambaram Stadium,Mumbai Indians,DL Chahar,0,0,0,0,1,1,1,,,,,,
MA Chidambaram Stadium,Mumbai Indians,DR Shorey,45.45,5,5,5,1,1,1,,,,,,
MA Chidambaram Stadium,Mumbai Indians,DR Smith,77.16,27,27,27,1,1,1,16,16,16,0,0,0
MA Chidambaram Stadium,Mumbai Indians,DT Christian,33.33,1,1,1,1,1,1,,,,,,
MA Chidambaram Stadium,Mumbai Indians,F du Plessis,86.63,8.666666667,3,17,0.666666667,0,1,4.5,3,6,0.5,0,1
MA Chidambaram Stadium,Mumbai Indians,GJ Maxwell,129.95,39,39,39,1,1,1,0,0,0,0,0,0
MA Chidambaram Stadium,Mumbai Indians,HV Patel,133.33,4,4,4,0,0,0,,,,,,
